Iterations,Wide,Narrow
93800,0.0146187,3.43E-05
93900,0.014744,4.04E-05
94000,0.0145405,8.88E-05
94100,0.014775,6.68E-05
94200,0.0156646,7.28E-05
94300,0.0153516,5.09E-05
94400,0.0158026,2.89E-05
94500,0.0152723,3.50E-05
94600,0.0151783,2.88E-05
94700,0.0151933,6.46E-05
94800,0.0152082,1.65E-05
94900,0.01544,0.000101178
95000,0.0151295,3.75E-05
95100,0.0148197,0.000127089
95200,0.014835,0.000133053
95300,0.0148502,0.000194553
95400,0.0147575,0.000172689
95500,0.0143416,0.000123155
95600,0.0140342,0.000115255
95700,0.0143729,0.000162687
95800,0.0143885,0.000113318
95900,0.0148334,0.000146853
96000,0.014634,0.000138962
96100,0.0153991,0.000255028
96200,0.0149856,0.000260797
96300,0.0148936,0.000266554
96400,0.0151221,0.000354671
96500,0.0153502,0.000305461
96600,0.0153646,0.000256354
96700,0.0158048,0.00030315
96800,0.0154998,0.000226803
96900,0.0156203,0.000150613
97000,0.0159528,0.000156442
97100,0.0160725,0.000121371
97200,0.0167216,0.000195296
97300,0.0167345,0.000228264
97400,0.0168531,8.45E-05
97500,0.0164436,9.04E-05
97600,0.0167732,5.29E-05
97700,0.0168914,7.40E-05
97800,0.0164831,4.09E-05
97900,0.0168117,3.26E-05
98000,0.0169295,2.50E-05
98100,0.0168372,3.65E-05
98200,0.0172692,9.84E-06
98300,0.0173861,0.000109974
98400,0.0176075,7.54E-05
98500,0.0176194,6.15E-07
98600,0.0174225,3.38E-05
98700,0.0174345,1.24E-05
98800,0.0176549,0.000165584
98900,0.0175626,0.000184668
99000,0.0176785,0.000203713
99100,0.0181057,0.000236074
99200,0.017702,0.00028171
99300,0.0174027,0.00035391
99400,0.0176218,0.000372708
99500,0.0171163,0.000285062
99600,0.0168185,0.000303892
99700,0.0168311,0.000349232
99800,0.0168436,0.000301655
99900,0.0169591,0.000492629
100000,0.0170744,0.000577347
